Tiêu đề,Mô tả,Hình ảnh,Nội dung,Link bài viết
Hệ điều hành máy tính lượng tử đầu tiên trên thế giới,"QNodeOS là hệ điều hành đầu tiên trên thế giới được thiết kế giúp kết nối giữa các loại máy tính lượng tử khác nhau, mở đường cho Internet lượng tử.",https://i1-vnexpress.vnecdn.net/2025/04/24/VNESystem-1745465979-1502-1745466037.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=CD5pnM4_GAXlVkIDRb_wCw,,https://vnexpress.net/he-dieu-hanh-may-tinh-luong-tu-dau-tien-tren-the-gioi-4877947.html
Thủ tướng phát động phong trào đổi mới sáng tạo và chuyển đổi số,"Thủ tướng Phạm Minh Chính kêu gọi phong trào ""Cả nước thi đua đổi mới sáng tạo và chuyển đổi số"" phải diễn ra thần tốc, táo bạo.",https://i1-sohoa.vnecdn.net/2025/04/24/16bc0ecd-2983-419e-85c7-3c65ff-8997-6940-1745463928.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=14Z_EyaNA5o5FtUV3Ws_sA,,https://vnexpress.net/thu-tuong-phat-dong-phong-trao-doi-moi-sang-tao-va-chuyen-doi-so-4877917.html
Đạo diễn Victor Vũ 'khoe' dàn máy dựng phim tại nhà,"Để dựng phim tại nhà, đạo diễn Victor Vũ sử dụng máy Mac Pro, màn hình XDR Display giá gần 500 triệu đồng.",https://i1-sohoa.vnecdn.net/2025/04/23/L1254015-1745424286.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=K3HqkqeRhpQ0ohQvSVE7rA,,https://vnexpress.net/dao-dien-victor-vu-khoe-dan-may-dung-phim-tai-nha-4877874.html
LaCasper XC-09IU38 - điều hòa có chỉ số tiết kiệm điện cao nhất,"LaCasper XC-09IU38 là điều hòa đầu tiên có chỉ số tiêu thụ điện CSPF tại Việt Nam vượt mức 8, cùng tính năng khí mềm với thiết kế cửa gió có nhiều lỗ thoát khí.",https://i1-vnexpress.vnecdn.net/2025/04/21/DSC09916-1745235844.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=EbecJsch3V8vqm1U5zjC3A,,https://vnexpress.net/lacasper-xc-09iu38-dieu-hoa-co-chi-so-tiet-kiem-dien-cao-nhat-4876932.html
Intel chuẩn bị sa thải hơn 20.000 nhân viên,"Hãng chip Mỹ Intel dự kiến cắt giảm 20% nhân sự, tương đương hơn 20.000 người để tiết kiệm chi phí và tinh giản bộ máy.",https://i1-vnexpress.vnecdn.net/2025/04/24/Intel-jpeg-1745451718-2611-1745451752.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=n0aBtKj9UL-HiXLgdwUM-w,,https://vnexpress.net/intel-chuan-bi-sa-thai-hon-20-000-nhan-vien-4877893.html
Chọn bộ sạc phù hợp cho smartphone,"Chọn sai bộ sạc có thể gây ảnh hưởng xấu đến smartphone, nhưng không dễ tìm đúng phụ kiện giữa một ""rừng"" cáp sạc.",https://i1-vnexpress.vnecdn.net/2025/04/22/best-iphone-chargers-174529541-1688-6380-1745295583.png?w=300&h=180&q=100&dpr=1&fit=crop&s=4nt3QplKstm7FQHqkqCbjw,,https://vnexpress.net/chon-bo-sac-phu-hop-cho-smartphone-4877050.html
TSMC nói khó kiểm soát chip AI sau khi rời nhà máy,"TSMC cho biết họ gặp khó khăn trong việc giám sát chip được sử dụng thế nào sau khi xuất xưởng, do vai trò đặc thù của hãng trong chuỗi cung ứng.",https://i1-vnexpress.vnecdn.net/2025/04/23/screenshot-2024-04-11-at-22-35-7299-6758-1745400965.png?w=300&h=180&q=100&dpr=1&fit=crop&s=Fpvy-_hLqa76twQxkDza4g,,https://vnexpress.net/tsmc-noi-kho-kiem-soat-chip-ai-sau-khi-roi-nha-may-4877444.html
'Học viện Công nghệ Bưu chính Viễn thông phải phát triển startup kỳ lân',"Trong chuyến thăm Học viện Công nghệ Bưu chính Viễn thông, Thủ tướng cho rằng nhà trường cần tiên phong ươm tạo nhân tài, phát triển các ""kỳ lân"" khởi nghiệp.",https://i1-vnexpress.vnecdn.net/2025/04/24/FY7A0460-JPG-5795-1745488972.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=r9a4j9La7gnHad2xs4hjJg,,https://vnexpress.net/hoc-vien-cong-nghe-buu-chinh-vien-thong-phai-phat-trien-startup-ky-lan-4878260.html
Tiền số Trump tăng vọt hơn 50% sau lời hẹn ăn tối,Tiền số Trump tăng giá hơn 50% sau khi 220 nhà đầu tư hàng đầu của memecoin này được hẹn ăn tối với Tổng thống Mỹ.,,,https://vnexpress.net/tien-so-trump-tang-vot-hon-50-sau-loi-hen-an-toi-4877979.html
Hệ điều hành máy tính lượng tử đầu tiên trên thế giới,"QNodeOS là hệ điều hành đầu tiên trên thế giới được thiết kế giúp kết nối giữa các loại máy tính lượng tử khác nhau, mở đường cho Internet lượng tử.",,,https://vnexpress.net/he-dieu-hanh-may-tinh-luong-tu-dau-tien-tren-the-gioi-4877947.html
Thủ tướng phát động phong trào đổi mới sáng tạo và chuyển đổi số,"Thủ tướng Phạm Minh Chính kêu gọi phong trào ""Cả nước thi đua đổi mới sáng tạo và chuyển đổi số"" phải diễn ra thần tốc, táo bạo.",,,https://vnexpress.net/thu-tuong-phat-dong-phong-trao-doi-moi-sang-tao-va-chuyen-doi-so-4877917.html
Đạo diễn Victor Vũ 'khoe' dàn máy dựng phim tại nhà,"Để dựng phim tại nhà, đạo diễn Victor Vũ sử dụng máy Mac Pro, màn hình XDR Display giá gần 500 triệu đồng.",,,https://vnexpress.net/dao-dien-victor-vu-khoe-dan-may-dung-phim-tai-nha-4877874.html
LaCasper XC-09IU38 - điều hòa có chỉ số tiết kiệm điện cao nhất,"LaCasper XC-09IU38 là điều hòa đầu tiên có chỉ số tiêu thụ điện CSPF tại Việt Nam vượt mức 8, cùng tính năng khí mềm với thiết kế cửa gió có nhiều lỗ thoát khí.",https://i1-vnexpress.vnecdn.net/2025/04/21/DSC09916-1745235844.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=EbecJsch3V8vqm1U5zjC3A,,https://vnexpress.net/lacasper-xc-09iu38-dieu-hoa-co-chi-so-tiet-kiem-dien-cao-nhat-4876932.html
Intel chuẩn bị sa thải hơn 20.000 nhân viên,"Hãng chip Mỹ Intel dự kiến cắt giảm 20% nhân sự, tương đương hơn 20.000 người để tiết kiệm chi phí và tinh giản bộ máy.",https://i1-vnexpress.vnecdn.net/2025/04/24/Intel-jpeg-1745451718-2611-1745451752.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=n0aBtKj9UL-HiXLgdwUM-w,,https://vnexpress.net/intel-chuan-bi-sa-thai-hon-20-000-nhan-vien-4877893.html
Chọn bộ sạc phù hợp cho smartphone,"Chọn sai bộ sạc có thể gây ảnh hưởng xấu đến smartphone, nhưng không dễ tìm đúng phụ kiện giữa một ""rừng"" cáp sạc.",https://i1-vnexpress.vnecdn.net/2025/04/22/best-iphone-chargers-174529541-1688-6380-1745295583.png?w=300&h=180&q=100&dpr=1&fit=crop&s=4nt3QplKstm7FQHqkqCbjw,,https://vnexpress.net/chon-bo-sac-phu-hop-cho-smartphone-4877050.html
TSMC nói khó kiểm soát chip AI sau khi rời nhà máy,"TSMC cho biết họ gặp khó khăn trong việc giám sát chip được sử dụng thế nào sau khi xuất xưởng, do vai trò đặc thù của hãng trong chuỗi cung ứng.",https://i1-vnexpress.vnecdn.net/2025/04/23/screenshot-2024-04-11-at-22-35-7299-6758-1745400965.png?w=300&h=180&q=100&dpr=1&fit=crop&s=Fpvy-_hLqa76twQxkDza4g,,https://vnexpress.net/tsmc-noi-kho-kiem-soat-chip-ai-sau-khi-roi-nha-may-4877444.html
'Học viện Công nghệ Bưu chính Viễn thông phải phát triển startup kỳ lân',"Trong chuyến thăm Học viện Công nghệ Bưu chính Viễn thông, Thủ tướng cho rằng nhà trường cần tiên phong ươm tạo nhân tài, phát triển các ""kỳ lân"" khởi nghiệp.",https://i1-vnexpress.vnecdn.net/2025/04/24/FY7A0460-JPG-5795-1745488972.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=r9a4j9La7gnHad2xs4hjJg,,https://vnexpress.net/hoc-vien-cong-nghe-buu-chinh-vien-thong-phai-phat-trien-startup-ky-lan-4878260.html
Viettel xây trung tâm dữ liệu lớn nhất tại Việt Nam,"TP HCMTrung tâm dữ liệu của Viettel được xây tại Khu công nghiệp Tân Phú Trung, huyện Củ Chi có công suất thiết kế 140 MW, thuộc top 10 Đông Nam Á.",https://i1-vnexpress.vnecdn.net/2025/04/23/anh2-1745413005-1745413047-1243-1745415188.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=H4CPT3NYH2saw_cxRL8bXQ,,https://vnexpress.net/viettel-xay-trung-tam-du-lieu-lon-nhat-tai-viet-nam-4877866.html
Robot hình người của Elon Musk 'gặp khó' vì thiếu đất hiếm,Hạn chế thương mại mới của Trung Quốc đối với nam châm đất hiếm đang ảnh hưởng đến kế hoạch sản xuất hàng nghìn robot hình người Optimus của Tesla.,https://i1-vnexpress.vnecdn.net/2025/04/23/teslaoptimussortingbatterycell-3703-3929-1745399757.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=t_mkainttES6CUFoot8qPQ,,https://vnexpress.net/robot-hinh-nguoi-cua-elon-musk-gap-kho-vi-thieu-dat-hiem-4877743.html
Dòng tiền đổ vào startup AI Việt tăng 8 lần,"Tiền đầu tư từ nguồn vốn tư nhân cho các công ty khởi nghiệp AI của Việt Nam đạt 80 triệu USD năm 2024, tăng 8 lần so với 2023.",https://i1-vnexpress.vnecdn.net/2025/04/23/Vinbrain-3577-1745390011.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=-AicxTpvijR78T2Z5quwvA,,https://vnexpress.net/dong-tien-do-vao-startup-ai-viet-tang-8-lan-4877687.html
Xu hướng 'cắt tỉa' các mô hình ngôn ngữ lớn,"Các nhà nghiên cứu đang xây dựng mô hình ngôn ngữ nhỏ chỉ vài tỷ tham số thay vì hàng trăm tỷ, để đáp ứng những nhiệm vụ cụ thể, giúp tiết kiệm năng lượng.",https://i1-vnexpress.vnecdn.net/2025/04/23/slm-1745381338-9387-1745381611-6276-4074-1745395940.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=y2-cdnE1OcX2wH2DhCRxrA,,https://vnexpress.net/xu-huong-cat-tia-cac-mo-hinh-ngon-ngu-lon-4877509.html
Sân bay gần Bắc Cực nhất đang 'tan chảy',"Sân bay Svalbard của Na Uy là sân bay thương mại gần Bắc Cực nhất thế giới, được xây trên nền móng là lớp đất đóng băng vĩnh cửu đang ngày càng kém ổn định.",https://i1-vnexpress.vnecdn.net/2025/04/23/VNESvalbardAirport-1745384498-3479-1745384533.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=woC5UNi3IRPANYod6BBn7A,,https://vnexpress.net/san-bay-gan-bac-cuc-nhat-dang-tan-chay-4877481.html
Trung Quốc khắc phục thất bại của pin lithium thể rắn,"Các nhà nghiên cứu Trung Quốc đã tìm ra nguyên nhân khiến pin lithium thể rắn dễ bị nứt là do độ mỏi chu kỳ của cực anode, giúp mở ra hướng mới để thiết kế hệ thống lưu trữ năng lượng lâu bền hơn.",https://i1-vnexpress.vnecdn.net/2025/04/22/pintheran-1745316467-3212-1745319131.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=E_zk51eoQdToCMRjwsXNDw,,https://vnexpress.net/trung-quoc-khac-phuc-that-bai-cua-pin-lithium-the-ran-4877029.html
Màu mới của iPhone 17 Pro,"Apple thường chọn một màu mới cho mỗi thế hệ iPhone Pro và năm nay có thể là xanh nhạt, giống MacBook Air ra mắt tháng 3.",https://i1-vnexpress.vnecdn.net/2025/04/23/attTvQ2U1iiH0OeW8q0WYrIWKJp9To-6530-9118-1745371373.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=63EyBnaKAq-IQV_AV1YEBQ,,https://vnexpress.net/mau-moi-cua-iphone-17-pro-4877442.html
Sạc đầy 100% có gây hại cho pin điện thoại?,Nhiều người thường sạc điện thoại qua đêm để bắt đầu ngày mới với 100% pin và các chuyên gia từ lâu đã khuyến cáo thói quen này làm giảm tuổi thọ cho pin.,https://i1-vnexpress.vnecdn.net/2025/04/21/sacpin-1745211337-3132-1745211530.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=Eo3E3pYDLHcP8yIaJdDHlQ,,https://vnexpress.net/sac-day-100-co-gay-hai-cho-pin-dien-thoai-4876619.html
Lần đầu ghi hình tinh tinh chia nhau trái cây chứa cồn,"Các nhà nghiên cứu quan sát đàn tinh tinh chia sẻ thức ăn có cồn lần đầu tiên, hé lộ hành vi của linh trưởng cổ đại đã dẫn tới hành động uống rượu xã giao ở con người.",https://i1-vnexpress.vnecdn.net/2025/04/23/VNEChimp-1745404514-9281-1745404639.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=Qe3xM_437TZlEjaVgs9AdQ,,https://vnexpress.net/lan-dau-ghi-hinh-tinh-tinh-chia-nhau-trai-cay-chua-con-4877010.html
Tai nghe gaming không dây với pin 130 tiếng,"Corsair Void Wireless v2 thuộc số ít tai nghe cho game thủ có pin đến 130 tiếng, kèm chất lượng âm thanh tốt, nhưng thiếu một số kết nối.",https://i1-vnexpress.vnecdn.net/2025/04/21/DSC02133-1745248082.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=0Hjxzxe2dTV57e91UxMTAQ,,https://vnexpress.net/tai-nghe-gaming-khong-day-voi-pin-130-tieng-4876970.html
Giám đốc ChatGPT nói sẽ mua Chrome nếu có cơ hội,"Nick Turley, Giám đốc phụ trách ChatGPT của OpenAI, cho biết công ty sẽ mua lại Chrome nếu trình duyệt này phải tách khỏi Google.",https://i1-vnexpress.vnecdn.net/2025/04/23/best-chatgpt-chrome-extensions-5167-6816-1745376006.png?w=300&h=180&q=100&dpr=1&fit=crop&s=HAXENKR9BMAEg1Dqn5Aaeg,,https://vnexpress.net/giam-doc-chatgpt-noi-se-mua-chrome-neu-co-co-hoi-4877516.html
Cuộc đua quan sát tiểu hành tinh có thể phá hủy cả lục địa,"Các cơ quan vũ trụ Mỹ, châu Âu và Nhật Bản đang lên kế hoạch quan sát tiểu hành tinh khổng lồ Apophis khi nó bay qua Trái Đất vào năm 2029.",https://i1-vnexpress.vnecdn.net/2025/04/17/VNERace-1744865485-1706-1744865518.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=Gn1iCMaHD3mInZvyQ8O0WQ,,https://vnexpress.net/cuoc-dua-quan-sat-tieu-hanh-tinh-co-the-pha-huy-ca-luc-dia-4875049.html
Super Vietnam 2025 - tuần lễ blockchain và AI lớn nhất Việt Nam,"Sự kiện Super Vietnam 2025 dự kiến thu hút 7.000 khách tham dự, với chuỗi hội nghị, diễn đàn và triển lãm công nghệ tại Đà Nẵng ngày 3-7/6.",https://i1-sohoa.vnecdn.net/2025/04/23/at-03014-jpg-1745409809-174540-4369-5862-1745411493.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=b67yv1sezaQrY8NIX7rBIQ,,https://vnexpress.net/super-vietnam-2025-tuan-le-blockchain-va-ai-lon-nhat-viet-nam-4877877.html
TechX đạt chứng nhận về vận hành quản lý dữ liệu đám mây,TechX trở thành đơn vị đối tác đầu tiên tại Việt Nam đạt chứng nhận AWS Cloud Operations Competency từ Amazon Web Services (AWS).,https://i1-sohoa.vnecdn.net/2025/04/23/picture3-1745400754-1745402873-9261-1745402928.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=1UOpTdoIX3AbjOyf-7ISHQ,,https://vnexpress.net/techx-dat-chung-nhan-ve-van-hanh-quan-ly-du-lieu-dam-may-4873056.html
Hai sản phẩm Viettel Software được vinh danh tại Sao Khuê 2025,"Sổ tay bay điện tử Viettel Skybook đạt 5 sao, dịch vụ phát triển phần mềm được công nhận là dịch vụ số xuất sắc tại lễ trao giải Sao Khuê, ngày 19/4.",https://i1-vnexpress.vnecdn.net/2025/04/23/vt3-1745395318-1745396761-5268-1745397009.png?w=300&h=180&q=100&dpr=1&fit=crop&s=kwmm69afs8CGDp2NrfUCjQ,,https://vnexpress.net/hai-san-pham-viettel-software-duoc-vinh-danh-tai-sao-khue-2025-4877772.html
4 tuyển thủ Việt giành suất tham dự Esports World Cup 2025,"Lần đầu Việt Nam có 4 tuyển thủ Maris, Milo, K1an, NCC1 góp mặt tại Esports World Cup nội dung Đấu Trường Chân Lý.",https://i1-thethao.vnecdn.net/2025/04/23/mockuper-1745397198-1745397388-1597-1745397404.png?w=300&h=180&q=100&dpr=1&fit=crop&s=jGaoyRkzp8rjeh5hKTxUFg,,https://vnexpress.net/4-tuyen-thu-viet-gianh-suat-tham-du-esports-world-cup-2025-4877741.html
LCP có nhà thi đấu eSport đầu tiên tại Đài Bắc,"Đài LoanLCP Arena vừa khai trương tại Đài Bắc là nơi diễn ra giải đấu LOL Championship Pacific 2025, do Riot Games và Carry International hợp tác xây dựng.",https://i1-thethao.vnecdn.net/2025/04/23/dhjfgjsrfgjh-1745395543-174539-5278-9594-1745395767.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=J3qbv7lr0IBruw8JVEVIlQ,,https://vnexpress.net/lcp-co-nha-thi-dau-esport-dau-tien-tai-dai-bac-4877738.html
Fidovn sử dụng loạt công nghệ tăng trải nghiệm người dùng,"Nền tảng Fidovn ứng dụng AI, BigData, Machine Learning và VR 720 độ giúp tối ưu quyết định cho người dùng trong lĩnh vực bất động sản và việc làm.",https://i1-vnexpress.vnecdn.net/2025/04/23/1-1745391392-1745391403-6195-1745391543.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=Tjm_QvAAAgS6mjX4dPmHqg,,https://vnexpress.net/fidovn-su-dung-loat-cong-nghe-tang-trai-nghiem-nguoi-dung-4877547.html
Phó thủ tướng kêu gọi các quỹ nhanh quyết định đầu tư ngành công nghệ Việt Nam,Phó thủ tướng Nguyễn Chí Dũng đánh giá Việt Nam là điểm đến chiến lược của dòng vốn đầu tư công nghệ cao và kêu gọi các quỹ nhanh nắm bắt cơ hội.,https://i1-vnexpress.vnecdn.net/2025/04/22/z6529760677898-3b405bef45053ad-4040-2956-1745325178.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=Hmd-CidWhi3TWL7FQKb3Fw,,https://vnexpress.net/pho-thu-tuong-keu-goi-cac-quy-nhanh-quyet-dinh-dau-tu-nganh-cong-nghe-viet-nam-4877382.html
Hệ thống drone chống sét đầu tiên trên thế giới,"Tập đoàn viễn thông Nhật Bản NTT giới thiệu công nghệ cho phép điều khiển drone bay vào đúng tâm đám mây giông, chủ động kích hoạt sét và dẫn nó tới khu vực an toàn định sẵn.",https://i1-vnexpress.vnecdn.net/2025/04/22/VNEDrone-1745309569-6683-1745309768.png?w=300&h=180&q=100&dpr=1&fit=crop&s=LnPj1jthoT22VM6qHdVBag,,https://vnexpress.net/he-thong-drone-chong-set-dau-tien-tren-the-gioi-4877012.html
Thủy phi cơ lớn nhất thế giới sẵn sàng hoạt động,"AG600 là thủy phi cơ lớn nhất thế giới xét theo trọng lượng cất cánh tối đa với chiều dài 38,9 m, cao 11,7 m và có sải cánh 38,8 m.",,,https://vnexpress.net/thuy-phi-co-lon-nhat-the-gioi-san-sang-hoat-dong-4876547.html
Kỹ sư Việt tham vọng tiến ra toàn cầu với pin cát,"Tận dụng khả năng giữ nhiệt của cát, Hồ Việt Hải và cộng sự phát triển pin cát, cung cấp cho nhà máy, nông hộ và đã có đơn đặt hàng từ Nhật Bản, Philippines, Kenya.",,,https://vnexpress.net/ky-su-viet-tham-vong-tien-ra-toan-cau-voi-pin-cat-4876612.html
"TCL ra TV công nghệ Mini LED giá từ 15,5 triệu đồng","TCL công bố ba dòng TV Mini LED, trong đó model 55 inch hiện có giá 15,5 triệu đồng, rẻ nhất thị trường.",,,https://vnexpress.net/tcl-ra-tv-cong-nghe-mini-led-gia-tu-15-5-trieu-dong-4876845.html
Bước ngoặt của Huawei về chip AI,"Huawei công bố dòng Ascend 920 và bắt đầu nhận đơn đặt hàng cho dòng 910C, chip AI được đánh giá có hiệu năng ngang với dòng sản phẩm cao cấp của Nvidia.",,,https://vnexpress.net/buoc-ngoat-cua-huawei-ve-chip-ai-4876975.html
Công nghệ vượt trội trên thế hệ máy bay chiến đấu tương lai,Máy bay chiến đấu thế hệ thứ 6 sẽ tích hợp trí tuệ nhân tạo (AI) cũng như động cơ cao cấp và công nghệ tàng hình.,https://i1-vnexpress.vnecdn.net/2025/04/21/VNEAI-1745220567-7691-1745220607.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=CEI3VBbVP4wX7mZNO4c7Wg,,https://vnexpress.net/cong-nghe-vuot-troi-tren-the-he-may-bay-chien-dau-tuong-lai-4876533.html
Đổi mới sáng tạo có thể đóng góp tới 95% mức độ cạnh tranh,"Chuyên gia cho rằng, đổi mới sáng tạo có thể đóng góp tới 95% vào mức độ cạnh tranh của nền kinh tế, là chìa khóa để Việt Nam tạo ra bước nhảy vọt trong phát triển kinh tế, môi trường và chất lượng cuộc sống.",https://i1-vnexpress.vnecdn.net/2025/04/22/mrhoi-1745284443-1745284469-6912-1745285035.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=Aq16f-r_byP8lzTOdRiWUw,,https://vnexpress.net/doi-moi-sang-tao-co-the-dong-gop-toi-95-muc-do-canh-tranh-4877034.html
Sự bùng nổ của AI tạo sinh qua các con số,"AI tạo ra hàng chục triệu ảnh mỗi ngày, trong khi lừa đảo deepfake tăng 2.000% cho thấy trí tuệ nhân tạo đang tác động tích cực và tiêu cực đến con người.",https://i1-sohoa.vnecdn.net/2025/04/21/ai-1745204237-1745204271-4425-1745205471.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=CyZonmRltcxPevWm5iRq9g,,https://vnexpress.net/su-bung-no-cua-ai-tao-sinh-qua-cac-con-so-4876419.html
Tại sao xe điện cần thiết kế tiếng ồn giả?,"Vì xe điện chạy quá êm có thể gây nguy hiểm, các nhà thiết kế phát triển âm thanh giả vừa dễ chịu khi nghe, vừa có tính cảnh báo.",https://i1-vnexpress.vnecdn.net/2025/04/21/tiengonxedienset-1745230877-2079-1745231534.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=v20_1uXkw2tcHqyJL1WfRg,,https://vnexpress.net/tai-sao-xe-dien-can-thiet-ke-tieng-on-gia-4876577.html
Startup blockchain Việt muốn phát triển hạ tầng minh bạch tài sản mã hoá,"Orochi Network hướng đến xây dựng nền tảng xác minh dữ liệu cho thị trường tài sản số, trong bối cảnh tài sản mã hoá dần rõ ràng hơn về pháp lý và công nghệ.",https://i1-vnexpress.vnecdn.net/2025/04/22/loch9742-1745314077-1745314249-7690-1745314380.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=9UKt9udmW7IQN8uuU87yBw,,https://vnexpress.net/startup-blockchain-viet-muon-phat-trien-ha-tang-minh-bach-tai-san-ma-hoa-4877319.html
MobiFone đầu tư công nghệ bảo mật thông tin người dùng,"MobiFone phát triển hệ sinh thái số an toàn, nâng năng lực phòng vệ trước các hình thức tội phạm công nghệ cao, bảo vệ dữ liệu người dùng.",https://i1-vnexpress.vnecdn.net/2025/04/22/1-1745311579-1745311592-8470-1745311678.png?w=300&h=180&q=100&dpr=1&fit=crop&s=dekmo4dNVvoQTZJWnMubXA,,https://vnexpress.net/mobifone-dau-tu-cong-nghe-bao-mat-thong-tin-nguoi-dung-4877280.html
"Loạt sản phẩm, dịch vụ công nghệ FPT vào nhóm tốt nhất tại Sao Khuê 2025","6 sản phẩm, dịch vụ trong hệ sinh thái số mảng viễn thông FPT được vinh danh tại lễ công bố và trao Giải thưởng Sao Khuê 2025, ngày 19/4.",https://i1-vnexpress.vnecdn.net/2025/04/22/sk1-1745232850-1745309936-2499-1745310158.png?w=300&h=180&q=100&dpr=1&fit=crop&s=5xxUFAlGFvz6YjZ1OmcpMg,,https://vnexpress.net/loat-san-pham-dich-vu-cong-nghe-fpt-vao-nhom-tot-nhat-tai-sao-khue-2025-4877273.html
Bước tiến mới của GeneStory trong giải mã gen người Việt,Công ty GeneStory với Axiom VinGenChip - chip định kiểu gen chi phí thấp đặc trưng cho quần thể người Việt dựa trên công nghệ microarray vừa nhận 2 giải thưởng tại Sao Khuê 2025.,https://i1-sohoa.vnecdn.net/2025/04/22/dsc00869-1745293819-1745293831-2755-1831-1745297744.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=JgQaqgppBoGEnwv8JtH2Fw,,https://vnexpress.net/buoc-tien-moi-cua-genestory-trong-giai-ma-gen-nguoi-viet-4876078.html
Thế Giới Di Động mở bán smartphone Masstel S9,"Masstel S9, smartphone giá rẻ dưới 3 triệu đồng sở hữu cụm ba camera, dung lượng pin 5.000 mAh mở bán trên toàn hệ thống Thế Giới Di Động.",https://i1-sohoa.vnecdn.net/2025/04/18/Image-ExtractWord-4-Out-9941-1744970672.png?w=300&h=180&q=100&dpr=1&fit=crop&s=EfT19nkdCSj2w6pDQF74FQ,,https://vnexpress.net/the-gioi-di-dong-mo-ban-smartphone-masstel-s9-4875646.html
Người chơi tiền ảo Pi nản lòng sau hai tháng mở mạng,"Từng hào hứng khi Pi Network tuyên bố mở mạng, nhưng nhiều người đang kêu gọi ""xóa app"" vì gặp khó khăn khi KYC, giá giảm, thiếu tính năng mới.",https://i1-sohoa.vnecdn.net/2025/04/20/20250131-225809-1739769150-154-8471-6272-1745148917.png?w=300&h=180&q=100&dpr=1&fit=crop&s=Tdnpnwelc63vu8sk5Nrugg,,https://vnexpress.net/nguoi-choi-tien-ao-pi-nan-long-sau-hai-thang-mo-mang-4876438.html
VnExpress ra mắt mục Khoa học công nghệ,"Mục Khoa học công nghệ là sự hợp nhất của hai mục Khoa học và Công nghệ, cung cấp thông tin thời sự và chuyên sâu về lĩnh vực được quan tâm hàng đầu hiện nay.",https://i1-sohoa.vnecdn.net/2025/04/21/a1-1745223746-3117-1745224260.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=ui8DhLWO6eMOMKuuNa3aww,,https://vnexpress.net/vnexpress-ra-mat-muc-khoa-hoc-cong-nghe-4876679.html
Cuộc thi chạy 'không hoàn hảo' của robot hình người,"Trong lần đầu tiên cuộc thi chạy half marathon có robot hình người tham gia, đa số các cỗ máy không về đích do gặp trục trặc.",https://i1-sohoa.vnecdn.net/2025/04/21/ap25109155985569-1745223612-4414-1745223676.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=VSyHgaw53ONQkSmq-bm3Vg,,https://vnexpress.net/cuoc-thi-chay-khong-hoan-hao-cua-robot-hinh-nguoi-4876743.html
Loài cá sấu cứu tinh của vùng đầm lầy Mỹ,"Cá sấu mõm ngắn ở vùng đầm lầy Everglade là những thợ xây đa dạng, lính gác, kỹ sư và nhà kiến tạo cảnh quan, góp phần bảo vệ hệ sinh thái địa phương.",https://i1-vnexpress.vnecdn.net/2025/04/21/VNEAli-1745233949-9594-1745234001.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=WzMYjqnA6eYEJdOa-nnR1A,,https://vnexpress.net/loai-ca-sau-cuu-tinh-cua-vung-dam-lay-my-4876537.html
Chung kết Vietnam Game Awards thu hút 50.000 bình chọn sau ba ngày,"Sau ba ngày mở cổng, vòng Chung kết Vietnam Game Awards 2025 cán mốc 50.000 lượt bình chọn, trong đó hạng mục Nhà phát hành game xuất sắc chiếm 20%.",https://i1-sohoa.vnecdn.net/2025/04/21/screenshot-2024-05-11-at-20-14-2082-9592-1745227386.jpg?w=300&h=180&q=100&dpr=1&fit=crop&s=SuuoCKjKRL55zJoAkVbFog,,https://vnexpress.net/chung-ket-vietnam-game-awards-thu-hut-50-000-binh-chon-sau-ba-ngay-4876702.html
